,TEMP,PH,CONDUCTIVITY,DO,BOD
5389,28,8.118591790386551,1480,120,1
5390,28,6.541376956882694,1430,100,2
5391,27,7.248885199972207,780,80,5
5392,26,7.708971586786865,1280,115,5
5393,28,6.743520608141112,550,90,8
5394,27,7.789253696439912,1270,140,1
5395,26,8.304138994611574,990,130,5
5396,26,6.585279457551056,1450,70,6
5397,26,7.102369804540926,1430,135,5
5398,27,7.667006919068482,1390,125,2
5399,29,7.411404347588926,780,55,8
5400,30,8.326306333340307,860,80,4
5401,30,6.611685556815088,1360,135,8
5402,27,8.290436225936801,570,55,8
5403,28,7.807960696641413,1250,95,8
5404,28,8.286626007040166,850,75,4
5405,26,7.862450615042658,730,95,2
5406,28,6.503095227625374,770,145,3
5407,27,8.298320741162954,960,75,7
5408,26,7.233756936344446,1310,50,6
5409,29,7.69869624373692,610,125,7
5410,30,8.39329289556434,1200,145,1
5411,26,7.32165896204454,760,110,6
5412,29,6.509674979606624,1330,105,2
5413,30,6.864475548392646,560,80,6
5414,26,7.3300887525840555,820,115,7
5415,28,7.247920937948115,1230,100,4
5416,30,7.569964696859511,1320,65,2
5417,28,6.538132844097547,790,55,8
5418,29,7.1207284402582935,1130,100,2
5419,29,7.251279605027163,860,130,3
5420,30,8.433147587888211,1380,50,2
5421,27,7.317327404471177,1060,135,2
5422,29,6.942086793483972,560,60,7
5423,27,6.883020393600301,1250,145,8
5424,26,7.117207098305076,520,110,2
5425,27,8.218039326940222,670,115,6
5426,27,6.859737839469355,1180,75,1
5427,30,7.084686524448261,1200,145,2
5428,28,7.023076910835123,920,80,1
5429,30,7.398221724732217,850,100,2
5430,29,7.291763901408599,730,80,7
5431,26,7.674230035431904,1200,95,6
5432,27,6.632857391566401,630,90,8
5433,27,7.467685982444534,720,65,1
5434,30,8.479579635647411,510,70,9
5435,28,6.539513768478507,1420,120,3
5436,30,8.296452750029319,980,120,9
5437,27,7.079824209813424,1100,115,8
5438,30,7.895661063456391,970,105,4
5439,30,7.405277790138549,690,80,5
5440,28,8.13578525394623,530,60,4
5441,28,8.430542126282596,1140,110,2
5442,27,7.585835444085961,1120,110,9
5443,29,8.279002271182984,840,100,8
5444,27,6.718719665078928,830,80,3
5445,30,6.949605798407154,640,130,9
5446,29,7.8120695331466266,730,130,7
5447,28,8.408725177805362,710,85,8
5448,26,7.471045708601525,1140,105,1
5449,26,6.962894352638554,700,75,2
5450,29,8.065862650874365,540,135,6
5451,26,8.338952872405002,1270,125,9
5452,29,6.962196300682044,900,130,5
5453,28,7.956421360243488,1400,85,1
5454,29,8.281750013851017,800,110,9
5455,26,7.947914099750319,930,135,2
5456,30,7.250492846225776,640,140,8
5457,27,7.66238367137403,970,55,4
5458,27,7.134736767355102,680,115,8
5459,30,7.227354130352774,1160,90,7
5460,27,8.117523157686305,1030,100,6
5461,27,7.467909477941611,680,65,6
5462,30,7.982318507194894,1170,120,2
5463,26,7.927719912582638,1120,125,4
5464,27,7.607357185924697,1180,95,5
5465,28,7.013517556754767,1480,95,8
5466,27,7.55391382257338,1400,75,1
5467,27,8.299209918111515,1280,90,2
5468,29,8.128492974634076,1280,60,3
5469,28,6.523602376806574,780,120,5
5470,29,8.476766804551664,870,60,6
5471,26,6.993092022907231,1380,100,1
5472,28,6.967618251433749,690,120,2
5473,30,7.35271877441727,1210,145,2
5474,30,8.048451237077382,1300,60,5
5475,30,8.408420750576369,1470,125,2
5476,27,7.639749372044192,940,80,1
5477,27,7.21614744145095,870,100,6
5478,26,7.435351552137943,1180,135,8
5479,29,7.650687733988243,830,85,5
5480,29,6.528850148724884,920,60,2
5481,26,7.73685547414448,1400,115,2
5482,29,8.239753650436564,1300,145,4
5483,30,7.399988874292527,1190,50,5
5484,27,7.6133729379794275,680,105,9
5485,30,8.258019605636372,840,60,6
5486,28,7.827022028106588,1270,140,8
5487,29,6.68939299464056,890,100,5
5488,26,8.200342959280224,1090,90,2
5489,30,7.084367310244341,1150,135,5
5490,30,6.68509924342676,1300,80,2
5491,27,6.635688390276739,1280,65,6
5492,28,7.195044865667678,780,50,7
5493,30,6.668764329327013,1290,70,7
5494,28,7.217971853800478,780,125,2
5495,30,8.233561346063123,1060,50,3
5496,26,6.885825206287363,870,110,5
5497,29,7.505334112483669,1360,70,4
5498,29,6.806812606289703,1240,135,2
5499,27,7.087471798130487,1290,120,1
5500,27,6.553554766999962,1130,105,8
5501,27,8.211625936587511,950,65,6
5502,27,7.275740506616634,1370,105,1
5503,29,7.040492300133504,1040,110,7
5504,28,7.326035843684863,550,140,9
5505,26,8.044058044821254,770,105,2
5506,26,7.218815431707629,930,50,1
5507,26,6.78477942340118,1050,50,2
5508,30,7.064456610395466,510,60,4
5509,27,6.510563372158338,520,70,3
5510,28,8.152995848179183,1420,130,8
5511,30,6.999662306870582,1240,110,1
5512,27,7.460438877763414,1090,115,3
5513,26,8.448601417982875,1100,85,1
5514,30,8.254098136613583,540,75,5
5515,28,7.584611175176456,510,65,7
5516,28,7.937749626910512,1300,60,1
5517,28,8.15424743210143,1360,75,6
5518,30,8.122787219270446,1370,65,1
5519,30,6.526945693874356,620,115,1
5520,26,8.343334141038785,960,55,4
5521,29,8.313231097611991,690,115,2
5522,28,6.894851448609299,1220,95,4
5523,30,8.461364933581086,520,65,9
5524,27,6.502082975701283,950,90,1
5525,26,8.074164053785282,1450,50,1
5526,27,7.318117527548872,650,145,3
5527,28,6.946406829381185,880,95,6
5528,29,8.27266590750103,1320,125,5
5529,28,8.199735485657284,1050,125,4
5530,28,6.825122507478601,1060,145,9
5531,27,7.255625552322313,1450,105,2
5532,26,6.834281971350641,700,110,5
5533,28,8.153295567871229,1350,65,2
5534,30,6.512222412310705,1180,120,5
5535,30,6.861594816396094,1030,55,2
5536,28,8.218221754837796,1330,115,4
5537,26,8.382886264630917,830,85,8
5538,27,8.422023647273084,1350,90,3
5539,29,7.368391588567717,1340,140,9
5540,27,7.671471756358147,1180,120,9
5541,30,8.309959402232643,1080,105,2
5542,30,7.49698050963717,1030,100,6
5543,29,7.044072688881662,690,125,6
5544,30,7.616520609342439,1300,115,4
5545,26,7.375323306889137,1430,65,4
5546,29,7.47384789180322,1110,140,2
5547,29,7.770269504420157,1190,120,9
5548,28,6.7495115498354625,740,80,6
5549,30,7.8537628267535045,1420,145,9
5550,26,7.918525567836831,1010,145,7
5551,29,7.944583418048103,1090,110,1
5552,26,8.374768838712003,1290,130,1
5553,27,6.991891208561168,810,135,7
5554,29,6.584467383399842,790,140,3
5555,29,7.402176136531643,1410,130,6
5556,29,6.703218468187927,1220,125,9
5557,29,7.756186544207104,710,55,4
5558,27,7.397384024468211,630,115,8
5559,27,7.937376623058232,840,85,9
5560,30,7.852917539474721,530,115,9
5561,26,7.159247763902942,1090,135,7
5562,29,8.02079602153457,850,120,1
5563,28,8.323240459756171,1150,50,5
5564,30,7.902511784375816,1400,135,1
5565,26,7.096727396609999,1300,125,9
5566,30,7.6601120647768965,870,135,6
5567,29,7.546715388246564,1180,115,4
5568,26,6.776253419898949,1350,90,4
5569,30,8.112030503022527,980,50,5
5570,27,7.149029788477359,1370,75,2
5571,27,8.099168227889058,1130,110,1
5572,28,8.36757291231002,1460,140,7
5573,26,6.69038977139231,770,110,6
5574,29,8.276604876954853,1200,80,3
5575,30,6.545873970534119,500,50,6
5576,29,8.408631561052673,1090,80,3
5577,26,6.623057289129428,890,65,8
5578,28,6.575931176884191,1340,55,5
5579,28,7.376355972484736,1260,55,2
5580,26,7.844137316927088,1380,140,8
5581,30,7.697001614763764,780,50,6
5582,26,7.242339416010224,1300,65,5
5583,27,7.79036947543638,850,145,2
5584,30,6.924348835914763,500,50,4
5585,30,6.894575543705458,650,60,3
5586,29,7.22564081412058,1280,105,1
5587,30,7.228722835977343,1330,70,2
5588,27,8.49435279362591,1300,65,6
5589,30,6.822511283468072,1070,140,9
5590,29,7.737085034060542,940,125,4
5591,29,7.752977184991082,670,105,2
5592,29,7.312064814877335,970,85,4
5593,29,8.294589315113011,840,105,1
5594,29,8.40365707900257,1250,95,1
5595,27,7.095238435752474,650,115,2
5596,28,7.50196202546198,1230,70,3
5597,30,7.415175623123898,1270,60,2
5598,27,7.453714833474032,910,120,8
5599,27,6.836090694271771,1340,110,6
5600,28,6.9208049324033745,1490,125,1
5601,26,8.373552832011299,1230,75,7
5602,26,7.567149673277337,630,110,3
5603,29,7.393751120299046,1280,130,7
5604,26,6.740349586512949,1440,50,7
5605,28,6.781417234571303,1100,55,1
5606,30,7.760018188954263,1410,60,1
5607,28,7.834196577932529,950,85,8
5608,29,8.478695039929832,770,60,3
5609,29,8.026925136163706,1360,105,1
5610,26,8.091099762005273,860,90,1
5611,30,7.098290024425068,1040,95,7
5612,30,7.734632975681147,1350,80,6
5613,29,6.809338100851385,1440,145,6
5614,28,7.770335705552219,970,75,8
5615,29,6.811971589300015,960,130,3
5616,29,7.67006491043934,1380,65,6
5617,26,7.159648965550316,670,120,8
5618,28,7.189257458823798,1110,135,1
5619,27,8.312114275342992,1310,115,1
5620,30,8.310850277533383,550,55,7
5621,29,7.710898435985051,750,145,2
5622,29,6.804201060707075,1260,50,6
5623,29,6.892511194224311,1340,85,2
5624,29,7.883158088533973,1420,145,2
5625,27,6.5336540574870074,1070,65,5
5626,29,7.564878415237416,570,95,2
5627,26,7.6113980755545905,1330,125,8
5628,30,6.554085888983995,500,90,3
5629,28,8.190974701104526,1380,95,6
5630,30,8.160748244873997,580,110,9
5631,26,7.85647472856282,560,75,3
5632,29,7.685442859079246,1320,95,5
5633,29,8.05788179504541,740,140,2
5634,26,7.9088004815928485,1300,85,8
5635,29,7.618036382444078,520,75,6
5636,27,6.533801104397428,830,145,7
5637,29,7.5776183386093034,1090,110,3
5638,26,7.644883399107282,1430,120,2
5639,28,6.966969027792979,1060,85,5
5640,27,6.755980067584231,1290,65,7
5641,30,7.028989297266093,800,85,5
5642,28,7.98958495657405,940,95,1
5643,26,7.8207788847225475,810,115,4
5644,29,6.868181165484592,1180,110,9
5645,26,8.25712489139601,640,135,6
5646,29,6.986099872544688,1180,55,1
5647,28,7.427821189483707,1420,140,1
5648,26,7.427302792980003,1100,80,9
5649,29,6.810742206885531,810,115,8
5650,30,7.3230872330326635,1140,145,2
5651,30,7.712998929100599,540,110,7
5652,29,6.520145163635741,1040,85,1
5653,28,6.9682311484881545,1180,145,6
5654,26,8.012861113575502,640,145,3
5655,28,7.230079816811956,900,105,7
5656,30,8.489320796159971,1010,130,6
5657,30,7.276143462089557,560,105,1
5658,27,7.796577956242936,910,85,7
5659,29,7.946198153496341,1350,115,4
5660,27,6.917046919568782,1160,100,4
5661,30,7.198644215660041,1380,110,4
5662,26,7.556517612684683,670,90,5
5663,29,6.8122761186313205,1180,75,7
5664,26,8.299738467876384,840,120,1
5665,29,7.539061896237316,900,65,4
5666,30,7.2718486097111406,910,135,3
5667,30,7.522244332063654,1140,75,9
5668,27,7.737233270795624,1040,60,9
5669,26,7.1397283838555845,600,55,1
5670,26,6.911084059420523,940,140,4
5671,26,6.740383813179924,710,135,3
5672,27,6.744719955329757,1400,105,6
5673,29,6.685431503586984,1460,110,4
5674,26,6.518752960420943,1110,85,8
5675,30,6.5747264771076575,650,55,9
5676,26,7.1076288977378965,1280,95,1
5677,26,7.130406888378865,760,95,7
5678,27,8.400703897259149,720,60,5
5679,26,7.319907657427312,1170,80,5
5680,29,8.01240631722285,1230,145,5
5681,26,7.295539309754529,980,100,1
5682,27,7.515308799545958,1400,125,2
5683,30,7.088392949706365,1480,110,2
5684,30,7.425913712900852,1330,65,6
5685,29,7.148872276571601,1170,140,1
5686,30,7.028815792861668,630,70,4
5687,29,7.111199838958504,1160,105,9
5688,26,6.618149576760461,520,105,2
5689,29,7.97402798768216,830,90,4
5690,28,7.639245371789406,810,65,2
5691,30,7.505330972381392,1170,115,4
5692,30,7.578784198501509,1120,130,2
5693,30,7.436155069170193,890,75,7
5694,26,7.003236309212255,1300,105,8
5695,28,6.6652808927954315,820,85,7
5696,29,7.53272874039943,550,55,8
5697,27,6.777755271299378,1400,130,9
5698,30,8.314243169156342,1120,85,7
5699,26,7.602747370829591,530,65,8
5700,26,8.381476004668116,680,105,4
5701,26,8.210314379295498,1370,60,3
5702,30,8.40427340948119,740,100,9
5703,29,7.609156566160541,1230,80,2
5704,27,6.896123834697393,920,70,4
5705,27,7.600538874114439,1140,70,6
5706,27,6.923855794016562,770,100,4
5707,27,8.3883367466643,1430,105,3
5708,26,7.089390995246038,880,145,6
5709,26,7.733875975189709,510,100,1
5710,27,8.221701624630349,620,70,6
5711,28,8.277826535968746,1100,85,9
5712,27,8.064825909442172,790,80,5
5713,30,6.79291944310309,1100,85,9
5714,28,6.790281407861746,740,135,4
5715,26,7.771058741123209,1300,135,9
5716,27,8.052719426003765,830,50,9
5717,28,7.724634573039643,810,70,8
5718,28,6.5499298456509,1230,105,3
5719,26,7.582267080856195,1330,80,6
5720,30,7.130867723940542,850,75,2
5721,26,8.157667024392214,740,125,8
5722,28,8.06004602222631,1270,105,8
5723,28,7.771536147877361,750,70,2
5724,27,8.351046341879094,730,110,8
5725,29,6.895553295944975,590,110,8
5726,26,8.288621973396008,1420,125,3
5727,27,8.304285083360167,920,80,7
5728,26,8.230175949637985,600,50,4
5729,26,7.482177028523522,1260,50,3
5730,29,8.291860089567292,1010,115,4
5731,28,6.522979713653966,900,135,3
5732,26,6.64708749650127,1320,65,1
5733,28,8.443496133185986,810,120,7
5734,29,7.4898601760005885,650,95,6
5735,26,7.043262484564037,1300,105,6
5736,26,6.6966826316301855,1460,115,7
5737,26,7.651313610902663,570,90,8
5738,27,8.168650619518777,800,125,4
5739,26,6.7371217837780115,1420,60,4
5740,26,7.676198519216113,770,60,7
5741,27,7.887184358843568,1170,75,1
5742,27,8.396230595909106,500,145,5
5743,29,8.0109077292467,1090,70,1
5744,30,8.129520899256953,500,95,6
5745,26,8.020694609712683,800,105,8
5746,30,8.301590458519303,1420,95,9
5747,27,8.292867333614444,690,55,1
5748,28,7.748748423640867,830,65,5
5749,26,6.663534629320714,1180,75,1
5750,26,7.478345905937072,990,90,2
5751,29,6.681422141892801,1240,110,1
5752,27,7.632775765977669,830,75,8
5753,27,7.105848562242089,1090,90,8
5754,28,7.366680501222948,620,125,7
5755,30,6.51339151005274,1100,90,3
5756,30,6.869159811659992,500,110,8
5757,26,8.449169638657645,970,125,5
5758,26,8.398751103400372,770,140,2
5759,28,8.435084868119443,890,140,9
5760,29,7.8124406797101615,670,125,2
5761,29,7.548237945008822,670,100,2
5762,26,8.086998567060858,1110,120,5
5763,29,7.996815051696873,1440,85,5
5764,29,7.0243556979039585,1170,90,7
5765,30,6.592074610680564,1480,120,4
5766,28,6.961800392611546,1480,140,2
5767,30,6.86901034824735,850,125,8
5768,29,8.239649457730101,1130,80,2
5769,26,6.685800694045928,770,50,9
5770,30,7.740221625545033,1380,80,3
5771,27,6.686702949768497,1260,120,2
5772,30,7.388075295146256,1450,100,9
5773,27,8.220425764089299,620,120,8
5774,28,7.488818897351861,1150,140,3
5775,30,6.991750137588594,1140,65,3
5776,29,8.174156110186743,1330,135,3
5777,27,8.406323151992527,1000,140,5
5778,27,8.454675563302368,1080,130,5
5779,29,7.154182655342581,530,55,8
5780,29,7.616006667318537,850,80,4
5781,26,8.329223927212198,800,105,7
5782,28,7.615628978136084,1230,100,7
5783,30,8.082184075940646,510,140,8
5784,29,7.547117404604661,950,75,5
5785,26,6.76052957465785,850,130,8
5786,29,7.441719732754659,880,135,8
5787,29,6.860021620184236,1190,100,7
5788,28,8.372491790788501,500,100,7
5789,26,7.086103045508408,730,145,4
5790,26,7.937362405506945,1460,90,3
5791,30,8.461625183927554,630,145,4
5792,27,7.228845660453419,1030,125,4
5793,30,7.333364425493539,740,130,7
5794,28,8.471907153773582,570,95,6
5795,28,7.225922248128127,1180,65,1
5796,30,8.231031589954998,1340,60,2
5797,30,8.42646768818551,1030,105,8
5798,30,6.9901223473858725,910,75,3
5799,29,7.132180523335458,950,120,9
5800,28,8.265267080925215,1430,135,8
5801,27,6.8893265235273535,620,50,1
5802,28,7.9435113473104035,1140,50,9
5803,27,8.40238085007287,1080,75,4
5804,28,7.0160274280008865,1310,130,1
5805,29,7.911445114129219,1460,125,1
5806,27,6.586295068881655,1020,60,7
5807,26,8.318734841761406,1070,80,1
5808,28,7.002880150789917,1320,60,1
5809,28,7.190494766937948,1180,80,1
5810,30,7.231364598580078,1180,60,5
5811,27,8.397030653879497,820,70,4
5812,28,7.3830203150308265,680,55,6
5813,27,8.43115584878942,1350,75,3
5814,29,7.742518921700135,1020,55,2
5815,30,7.214229060277935,710,90,6
5816,29,6.657215775418376,970,75,3
5817,29,6.8157751226227665,770,140,4
5818,26,6.937759695186754,670,95,3
5819,27,7.124404536937945,980,135,5
5820,26,8.194793819439653,1220,130,9
5821,26,7.06271209674189,760,90,7
5822,30,6.637196227041858,570,90,2
5823,28,7.713104371100837,800,65,7
5824,29,6.781029431508478,970,120,5
5825,30,7.556364483122092,650,55,3
5826,30,7.2319092735731925,550,70,1
5827,29,6.923460762979695,980,110,2
5828,27,6.685582888721003,700,85,6
5829,26,7.694035049096956,880,85,4
5830,27,7.609625592822641,1020,125,8
5831,27,7.2931796916713925,930,140,5
5832,30,8.315137598459724,1330,55,3
5833,26,7.231432209171225,1380,75,5
5834,28,7.691965744466297,1300,105,7
5835,29,8.117806368149763,680,115,1
5836,30,7.1518229626368575,650,120,6
5837,28,6.722339861093289,510,125,8
5838,27,8.03189720140152,640,115,2
5839,28,7.294838072254192,1200,135,2
5840,28,8.348259528669963,1490,65,9
5841,27,8.394926209169654,1280,50,8
5842,26,6.8574972147579665,1150,135,4
5843,28,6.761676417929372,880,130,2
5844,26,8.009156007810343,620,50,2
5845,27,7.571595302935449,730,105,5
5846,28,8.197519630478938,910,70,5
5847,29,8.43474462666019,1410,105,5
5848,27,7.644648614619686,1220,120,1
5849,27,7.269430090033659,1260,120,5
5850,28,7.838074195161081,730,75,9
5851,28,6.908225450183082,1410,95,8
5852,28,7.553105674290217,660,110,5
5853,26,8.17494973205474,1310,140,9
5854,28,7.000551708865988,1430,75,4
5855,29,7.592462008255161,660,75,2
5856,29,7.496695749317252,1390,140,6
5857,28,6.746268581600248,950,130,2
5858,28,6.915599676423172,1340,115,5
5859,30,8.434446715450852,1180,70,4
5860,30,6.68147855555652,1410,145,5
5861,29,7.9849820113905805,1000,115,5
5862,30,8.377367716715975,920,90,1
5863,29,8.450718566826021,950,105,7
5864,30,8.210466075781529,1380,110,5
5865,26,7.299698278771915,500,80,6
5866,26,7.682648037127183,830,85,1
5867,28,7.957846207172322,870,55,6
5868,29,6.80614844414504,1460,100,5
5869,30,7.334727090360247,1180,115,3
5870,30,7.311740675664825,1380,95,9
5871,26,6.763635071713953,1410,70,6
5872,27,7.252423661905144,1400,85,7
5873,28,7.807754037634495,620,85,6
5874,26,8.08598123999888,1230,100,5
5875,26,6.9481078370996805,1200,80,2
5876,30,7.9867287675025755,870,130,8
5877,29,8.121416304431428,1040,145,7
5878,28,8.061934245521192,1020,105,5
5879,28,7.8707041989322555,580,75,1
5880,28,6.758334894657612,1050,125,5
5881,28,7.84298722710382,670,60,7
5882,28,7.871429577613052,1040,130,4
5883,29,7.3979858814289114,630,135,8
5884,28,7.70075661198196,1290,100,3
5885,28,7.314811394912098,640,50,5
5886,29,8.3028641215105,790,140,3
5887,29,7.916626513664524,1210,60,7
5888,27,7.344288772042455,1300,60,7
5889,28,7.881955748888482,890,130,9
5890,29,8.496936873039603,1410,80,9
5891,30,7.681641973777805,1010,120,4
5892,29,7.990119703491263,540,120,8
5893,27,7.7876704823570755,1190,75,8
5894,26,7.403332942590467,630,90,1
5895,27,7.369910331631582,900,140,3
5896,29,6.5586110868634435,580,105,8
5897,26,7.1492223102050305,700,140,2
5898,28,7.014397992749821,670,135,1
5899,26,7.611539126702706,550,80,3
5900,28,7.4243532827348435,670,60,3
5901,29,8.49968743209958,1180,55,1
5902,26,7.113632733728253,1230,120,9
5903,26,8.02445916637671,700,95,3
5904,30,7.4051384485170235,880,75,9
5905,30,8.309234328831796,810,125,8
5906,27,7.319532541048889,630,80,1
5907,27,7.975628653592367,1190,50,2
5908,29,7.751279856823636,1080,95,8
5909,29,7.149110063444823,1320,120,3
5910,29,7.207399585068452,1380,145,6
5911,26,6.648388830831312,1370,110,3
5912,28,7.692747830060803,520,140,1
5913,30,6.527056822308043,600,80,4
5914,30,7.764917625169181,850,145,9
5915,29,7.88908025257672,670,75,9
5916,27,8.121408770185104,690,75,8
5917,26,8.059501341822305,840,50,6
5918,28,6.573375683251109,810,120,2
5919,29,7.607239407073043,1220,50,8
5920,27,6.7615237566783755,1010,50,7
5921,28,8.18723453561599,950,60,7
5922,26,8.227256407280217,820,110,5
5923,30,7.230586624800061,540,140,9
5924,30,6.670150219657948,1260,90,1
5925,27,8.332160451130536,1200,50,9
5926,29,6.67716244589225,580,80,1
5927,30,7.200654654699708,800,110,2
5928,30,6.821666525519973,1000,90,3
5929,30,6.734045481750462,850,145,5
5930,27,6.946489557192812,1460,55,5
5931,30,7.497214727864566,570,75,1
5932,27,8.103515507121452,1050,100,5
5933,26,7.884334996181357,590,95,4
5934,26,7.270322622623293,880,120,3
5935,28,8.219817560419107,1110,55,9
5936,28,7.472567160797098,540,80,3
5937,26,6.964251888211507,800,90,6
5938,29,7.207672709650176,1200,85,9
5939,29,7.292077883083994,950,95,1
5940,29,7.634912137655955,730,120,7
5941,29,6.647226965449779,560,95,1
5942,29,7.831250251428157,550,85,6
5943,27,7.363109555369324,1480,60,9
5944,26,7.466428212438092,540,120,7
5945,28,6.642748166212816,740,70,1
5946,26,7.841919732197025,1050,140,4
5947,28,8.379772289275524,890,105,7
5948,27,7.486452805119571,790,145,5
5949,30,6.66161285271064,770,70,8
5950,28,6.86414039339457,640,85,1
5951,26,6.62897572782782,600,90,9
5952,30,7.469169245313877,1350,65,7
5953,30,6.75885884605613,1190,145,6
5954,26,8.28161899391668,780,100,1
5955,28,7.775685326459106,510,65,3
5956,28,8.258237832429389,1040,110,2
5957,30,6.536285549008839,1490,90,9
5958,27,7.075924309342988,1130,140,9
5959,27,7.432772924775152,1120,80,8
5960,27,8.386202229585141,790,115,8
5961,27,6.82329911434036,1320,75,3
5962,26,8.405823502977341,1000,60,1
5963,28,7.994125619883453,1480,85,7
5964,26,7.190279942997579,1200,80,4
5965,26,6.983152022242083,890,140,2
5966,29,6.548547797403135,1380,55,5
5967,28,7.116501293751616,1300,100,8
5968,30,6.948511897536241,1290,65,2
5969,27,7.316409586847535,710,70,2
5970,28,6.847616620778848,1400,145,7
5971,26,6.859742606471981,1050,80,7
5972,26,8.086438182196153,1270,130,6
5973,29,6.856869323357772,790,80,3
5974,26,7.75034828952377,1000,100,2
5975,27,8.356618463267077,730,70,2
5976,28,8.017045511079804,980,90,2
5977,30,7.98019793319606,1330,50,2
5978,30,6.771007793096289,910,90,8
5979,27,7.895248263936619,1490,140,1
5980,27,7.330957293983373,510,125,4
5981,28,6.952140431789072,1110,145,2
5982,26,7.230857156301223,1280,75,4
5983,26,6.8945959130571755,740,110,6
5984,30,7.279497018054785,620,105,2
5985,30,8.183795226745143,560,100,3
5986,27,7.177742846275626,840,85,2
5987,27,8.366156844579843,1250,60,5
5988,27,7.776270226791845,1450,80,2
5989,26,7.817436416012472,1460,60,6
5990,28,6.942356527114345,1070,50,4
5991,28,8.223752000536852,660,55,1
5992,30,7.701336457772173,790,115,6
5993,28,6.562349930309045,690,70,6
5994,27,7.745141694610362,1180,80,2
5995,27,8.258655641769302,620,110,2
5996,30,7.236373776377137,890,65,9
5997,30,8.1917860727731,1290,130,6
5998,30,6.660738063186294,990,100,2
5999,27,8.227876470370125,670,105,9
6000,26,7.874243909044233,940,60,8
6001,30,7.526211038280351,1490,140,9
6002,30,6.758939021595337,1090,90,3
6003,26,8.23463463491472,1240,85,7
6004,26,8.010943339112966,1000,140,9
6005,28,7.766554702421258,690,130,7
6006,27,7.557917602334081,750,55,9
6007,30,6.7818459868970695,610,75,2
6008,29,7.548291525881712,1480,75,8
6009,29,7.860711052985083,1230,65,1
6010,30,8.157285051716016,820,105,3
6011,30,7.860475918499846,1190,145,7
6012,29,6.907690312564142,640,60,9
6013,26,7.310155573095989,880,115,9
6014,27,7.949384512459652,1280,90,8
6015,30,7.999044871845464,1130,120,5
6016,27,7.237788920193026,1070,85,9
6017,27,6.612770193491402,780,95,3
6018,28,8.45811060995625,1280,90,1
6019,30,6.527049750039514,1010,60,1
6020,28,6.57208080164061,1460,135,7
6021,29,7.520594016933048,1340,50,8
6022,28,7.850580227729349,1390,130,1
6023,26,7.837438153220903,1140,115,5
6024,27,6.961500622055221,1180,95,2
6025,30,8.453739328015969,1250,95,6
6026,26,7.804247651857418,920,80,4
6027,30,7.5244408006485335,680,100,6
6028,27,6.694158516576634,1000,135,9
6029,26,8.048655572937752,890,80,7
6030,26,6.603573438538717,1420,140,4
6031,28,7.631039551771646,740,90,7
6032,27,7.822951882511843,920,110,1
6033,26,7.601880943368702,700,50,1
6034,26,8.358645571023452,790,130,8
6035,27,7.628626266464067,1470,65,2
6036,28,7.280086265912754,1320,120,9
6037,26,8.373908694523085,1100,60,5
6038,28,7.767405290244294,690,135,3
6039,29,7.9817530564219705,510,105,5
6040,30,8.26484059588589,1440,140,9
6041,27,6.521319623349065,710,105,1
6042,29,6.705401003668659,1120,125,9
6043,28,8.107239581029479,530,135,7
6044,29,7.928404989538322,1320,65,3
6045,30,6.668064471612023,770,85,5
6046,27,6.9326636036198845,910,105,6
6047,30,8.285713659535462,1190,115,3
6048,26,8.452722162431186,1460,95,4
6049,28,8.371938993041304,1410,80,4
6050,29,8.044431948016552,680,105,9
6051,27,7.671472596119585,610,135,1
6052,28,7.446747182801387,1310,50,6
6053,29,8.320721626001314,660,120,9
6054,29,7.572727710119894,1400,60,4
6055,28,7.301520409055592,1140,135,1
6056,29,7.27284467379479,820,115,3
6057,29,7.937017131206225,880,140,4
6058,28,8.177280421184456,510,120,5
6059,27,6.616524147686246,710,55,3
6060,27,7.410563219240796,640,75,1
6061,27,8.130097013383956,660,90,4
6062,30,8.360870440173164,740,85,8
6063,30,6.770665493751473,830,85,1
6064,26,8.464111813744664,1140,135,5
6065,27,7.05016160668208,1030,135,3
6066,27,7.850230698600381,1250,75,9
6067,27,6.68924233465588,670,95,5
6068,26,8.15831961694872,900,120,7
6069,29,6.863566093912313,1440,65,5
6070,27,7.607134733409836,580,135,9
6071,29,6.961800820666166,1420,135,1
6072,30,6.682413394767032,500,135,2
6073,27,6.642721593953357,730,85,6
6074,28,6.614859395314738,790,95,5
6075,26,8.126004620510265,980,65,8
6076,29,7.973714153159236,870,85,1
6077,28,7.083021087910011,1290,135,5
6078,30,7.819258484108511,680,130,8
6079,28,7.00202115655452,1360,55,8
6080,27,7.998708097048269,560,130,2
6081,28,7.199842429981742,1150,80,4
6082,28,7.986820194709358,1200,125,9
6083,27,6.631346482489914,1000,115,2
6084,30,7.31740148209048,1340,65,3
6085,29,7.433639720771558,1170,60,7
6086,26,7.75242697656508,1190,60,5
6087,30,8.393888655141868,520,60,1
6088,27,6.823198647640911,640,55,2
6089,30,6.746934004509105,1140,100,1
6090,30,6.645190466004706,670,75,6
6091,26,8.163413934401255,1290,115,5
6092,28,7.402629955724879,580,145,9
6093,26,7.991695808903047,970,75,4
6094,29,8.403520661094902,1240,145,5
6095,26,7.298687512774067,640,125,9
6096,29,6.759724342012814,950,60,2
6097,30,7.788333241524186,970,90,8
6098,29,7.56903206004676,1050,55,7
6099,28,7.702944348268511,540,105,9
6100,30,7.279050584560684,1180,110,8
6101,30,7.655935401514178,1210,50,2
