,TEMP,PH,CONDUCTIVITY,DO,BOD
976,13.4,7.3,450,69,
977,13,7.2,470,65,
978,19,7.35,410,14,
979,13,7.15,1010,7.15,
980,20.4,7.5,370,68,
981,14.6,7.95,450,81,
982,12,7.9,600,80,
983,16.4,7.75,400,92,
984,,,,,2
985,,,,,5
986,,,,,5
987,,,,,10
988,,,,,6
989,,,,,15
990,,,,,2
991,,,,,3
992,,,,,3
993,,,,,14
994,,,,,4
995,,,,,6
996,,,,,6
997,,,,,3
998,,,,,3
999,,,,,2
1000,,,,,6
1001,19,7.8,,91,22
1002,12.8,7.3,,77,< 2
1003,13.2,7.15,,35,3
1004,15.6,7.5,,93,3
1005,15.2,7.25,,67,< 2
1006,13,7.35,,62,
1007,13.6,7.35,,63,< 2
1008,13.6,7.15,,59,5
1009,14.2,7.5,,61,3
1010,14.2,2.3,,229,3
1011,18.4,7.45,,34,4
1012,13.4,7.3,,54,6
1013,18.4,7.55,,116,14
1014,13.8,7.55,,72,2
1015,12.2,7.6,,77,3
1016,17,7.5,,71,3
1017,14.4,7.1,610,24,2
1018,14.2,7.1,610,18,
1019,14.6,7.15,600,24,
1020,14.4,7.1,610,21,
1021,14.2,7.1,610,24,
1022,14,7.05,610,22,
1023,14.6,7.25,,71,6
1024,10.8,7.05,,59,9
1025,10.8,7.35,953,17,11
1026,11.2,11.2,770,84,8
1027,10.4,7.25,970,56,< 2
1028,11.6,7.25,,55,5
1029,14.2,7.25,590,68,4
1030,12.4,7.25,690,48,5
1031,13,7.35,590,57,16
1032,13.6,7.15,820,52,5
1033,13.6,7.55,670,63,6
1034,12.6,7.55,1470,60,4
1035,12.8,7.35,810,72,3
1036,,,,,
1037,13,7.35,690,76,4
1038,12.8,7.5,420,65,< 2
1039,13,7.45,390,86,4
1040,12.2,7.1,510,74,3
1041,12.4,7,720,83,< 2
1042,12.2,7,170,51,< 2
1043,12.4,7.45,610,68,4
1044,12.4,7.5,520,67,< 2
1045,11.8,7.55,558,86,< 2
1046,12,7.45,570,87,3
1047,12.4,7.4,620,48,5
1048,12.2,7.6,1260,78,2
1049,11.2,7.2,440,49,5
1050,11.8,7.4,580,90,2
1051,11.8,7.5,770,84,3
1052,11.4,7.45,750,89,5
1053,9.2,7.45,720,68,8
1054,7.8,7.4,740,78,6
1055,6.2,7.05,1040,50,25
1056,6.6,7.3,1040,65,3
1057,8.6,7.15,810,60,6
1058,6.8,7.5,930,44,9
1059,,,,,
1060,9.2,7.4,570,65,3
1061,10.2,7.4,500,69,6
1062,10.2,7.45,710,63,6
1063,9.4,7.35,680,65,16
1064,7.2,7.15,540,49,3
1065,10.4,6.9,650,79,5
1066,7.2,7.5,650,49,6
1067,7.2,7.45,860,75,3
1068,7.8,7.5,820,73,
1069,7.6,6.85,1000,10,3
1070,6.8,7.35,600,58,17
1071,6.2,7.35,1060,66,< 2
1072,6.6,7.1,1350,43,4
1073,6.2,7.59,750,30,> 60
1074,6,7.78,787,67,12
1075,6.2,7.15,670,69,3
1076,7,7.25,560,72,11
1077,6.6,7.25,780,83,< 2
1078,6,7.3,680,67,5
1079,7,7.05,590,61,33
1080,6.4,7.3,640,57,6
1081,5.2,7,440,34,3
1082,8.6,7.69,1510,69,< 2
1083,5.6,7.35,530,68,8
1084,5.6,7.55,710,75,3
1085,9,7.6,720,91,4
1086,5.6,7.45,630,71,4
1087,4.6,7.4,260,76,6
1088,5.8,7.5,360,71,3
1089,5.2,7.05,400,71,
1090,5.2,7.5,380,68,4
1091,4.8,7.35,380,74,5
1092,6.2,7.55,370,75,3
1093,6.2,7.4,260,76,3
1094,5.2,7.1,550,43,3
1095,6.6,7.15,460,71,6
1096,6.2,7.35,580,72,4
1097,6.4,7.1,630,59,3
1098,6.2,7,560,57,10
1099,6,7.53,572,65,3
1100,6.6,7.25,,78,3
1101,7.2,7.1,620,72,6
1102,6.2,7.35,560,79,3
1103,9.8,6.95,600,,10
1104,9.2,7.95,510,,6
1105,8.6,7.75,580,,4
1106,8.8,7.55,600,,3
1107,7.8,7.15,640,,10
1108,8.2,7.65,701,,4
1109,9,7.75,480,,3
1110,9,7.65,440,,5
1111,9.4,7.8,540,,4
1112,5.4,7.65,610,,4
1113,5.6,8.3,570,,4
1114,9.4,7.5,510,,5
1115,9.2,7.75,360,,5
1116,9.2,7.37,1320,,8
1117,10.6,7.95,400,,13
1118,7.8,8.4,530,,4
1119,9.8,8,480,,< 2
1120,7.6,8.1,430,,3
1121,9.4,7.45,770,61,7
1122,10.2,8,470,79,5
1123,7.4,8.1,540,80,< 2
1124,6.8,7.55,670,32,15
1125,8.2,7.8,490,83,7
1126,9,7.7,460,77,< 2
1127,8.6,7.7,540,81,4
1128,7.6,8.56,560,71,2
1129,9.2,7.45,520,52,22
1130,7.2,8.4,650,61,4
1131,,,,,
1132,8.2,8.45,470,81,2
1133,11.2,8.35,410,11.2,5
1134,10.4,7.81,1860,65,< 2
1135,11.6,8.3,430,116,19
1136,8,8.5,580,88,< 2
1137,10,8.55,730,98,2
1138,8.8,9,510,96,6
1139,13.4,7,790,13,3
1140,12.2,7.45,430,77,5
1141,11.4,7.5,400,72,3
1142,11.4,7.55,610,66,3
1143,11.2,7.15,490,39,4
1144,12,7.4,380,85,4
1145,11.4,7.4,470,80,3
1146,11.8,7.55,460,70,3
1147,11,7.55,490,79,4
1148,11.6,7.15,490,66,3
1149,10.8,7.4,510,77,2
1150,14.4,7.45,420,57,3
1151,11.6,7.15,530,79,7
1152,16,7.55,450,68,8
1153,11.4,7.5,490,81,2
1154,11,7.45,630,78,2
1155,12.6,7.5,500,79,2
1156,15.2,7.1,1030,7,9
1157,16,7.45,590,78,7
1158,12,7.45,660,79,2
1159,13,7.4,700,59,3
1160,12,7.2,740,23,4
1161,13.2,7.4,560,85,5
1162,12.6,7.35,550,68,2
1163,11.6,7.35,650,57,2
1164,11.2,7.5,610,65,2
1165,12.2,7.5,600,69,2
1166,11.6,7.1,650,43,5
1167,17.2,7.5,400,70,7
1168,11.8,7.1,1390,67,2
1169,17.6,7.5,450,64,14
1170,12.6,7.55,590,82,2
1171,11.2,7.55,770,78,3
1172,15.2,7.6,550,81,2
1173,15,7.1,990,4,5
1174,14.6,7.35,710,67,3
1175,12.8,7.35,750,78,2
1176,13.6,7.35,770,44,10
1177,13.2,7.15,910,29,10
1178,14.4,7.3,700,80,2
1179,14,7.35,610,73,2
1180,13.6,7.1,750,69,2
1181,12.6,7.43,700,64,2
1182,13.4,7.45,670,77,2
1183,13.6,7.3,760,62,2
1184,17.2,7.65,460,84,11
1185,12.4,7.15,1510,63,2
1186,17.6,7.8,520,90,14
1187,13.8,7.6,710,79,2
1188,12,7.85,800,81,2
1189,15.8,7.5,640,76,2
1190,14.8,7.1,189,10,
1191,16,7.45,740,87,
1192,13.2,7.3,830,76,
1193,13.6,7.25,950,54,
1194,13.6,7.2,980,58,
1195,13.6,7.25,21,73,
1196,13.8,7.25,610,79,
1197,12.4,7.25,760,64,
1198,12.6,7.45,670,77,
1199,14,7.55,630,77,
1200,13.4,7.5,710,95,
1201,136,7.6,660,83,
1202,12.6,7.15,1420,69,
1203,18.6,7.9,468,104,
1204,18.8,7.65,420,82,
1205,13,7.6,760,82,
1206,17.2,7.55,590,91,
1207,12.4,6.7,1080,41,10
1208,14,7.3,18,41,9
1209,12.2,7.25,1050,35,2
1210,13,7.3,1180,44,3
1211,14,7.3,NR,42,10
1212,12,7.2,910,35,2
1213,13.6,7.35,900,43,2
1214,10.6,7.25,1100,20,2
1215,11.6,7.35,1090,38,20
1216,12.8,7.25,NR,36,4
1217,12.4,7.35,1170,35,15
1218,16,7.62,660,47,5
1219,12.8,6.95,3050,34,2
1220,15.6,7.45,1780,49,27
1221,12.2,7.45,1090,42,3
1222,13.6,7.55,1430,50,14
1223,14.4,6.8,990,4.3,3
1224,,,,,3
1225,,,,,
1226,,,,,
1227,,,,,2
1228,,,,,2
1229,,,,,3
1230,,,,,3
1231,,,,,5
1232,,,,,3
1233,,,,,3
1234,,,,,2
1235,,,,,2
1236,,,,,7
1237,,,,,2
1238,,,,,2
1239,,,,,3
1240,,,,,4
1241,,,,,6
1242,,,,,3
1243,,,,,6
1244,,,,,5
1245,,,,,6
1246,,,,,3
1247,,,,,2
1248,,,,,6
1249,,,,,2
1250,,,,,57
1251,,,,,6
1252,,7.42,809,,4
1253,,7.43,454,,4
1254,,7.34,426,,4
1255,,7.57,396,,4
1256,,7.37,426,,3
1257,,7.34,455,,2
1258,,7.88,444,,3
1259,,7.65,788,,4
1260,,7.99,425,,5
1261,,8.1,569,,2
1262,,7.57,566,,17
1263,,7.79,386,,2
1264,,7.87,1650,,2
1265,,7.84,577,,3
1266,,8.13,554,,2
1267,,8.21,952,,2
1268,,8.09,488,,2
1269,,7.65,1240,,4
1270,,8.01,738,,10
1271,,8.02,857,,2
1272,,7.82,1140,,2
1273,,7.89,910,,6
1274,,8.05,733,,2
1275,,7.88,678,,28
1276,,8.08,1020,,4
1277,,7.85,753,,5
1278,,8.07,725,,5
1279,,7.93,776,,4
1280,,7.58,409,,4
1281,,7.77,1890,,2
1282,,,,,
1283,,8.21,733,,2
1284,,8.13,981,,2
1285,,8.13,644,,2
1286,,,,,
1287,,8.28,745,,9
1288,,8.15,1530,,4
1289,,8.02,966,,7
1290,,8.08,887,,7
1291,,8.28,700,,4
1292,,8.11,559,,7
1293,,8.21,1020,,8
1294,,8.12,733,,4
1295,,8.21,688,,6
1296,,7.98,786,,8
1297,,7.93,405,,6
1298,,7.97,1830,,4
1299,,,,,
1300,,8.27,725,,7
1301,,8.29,975,,5
1302,,8.27,630,,4
1303,,7.48,1150,,2
1304,,7.96,703,,5
1305,,7.85,742,,2
1306,,7.76,731,,3
1307,,7.88,926,,2
1308,,7.95,580,,2
1309,,7.88,663,,2
1310,,7.86,692,,2
1311,,8.11,747,,9
1312,,7.87,673,,3
1313,,7.83,725,,2
1314,,8.2,433,,6
1315,,7.94,1770,,<2
1316,,7.74,606,,<2
1317,,8.09,620,,<2
1318,,8.3,980,,<2
1319,,9.11,614,,2
1320,,,,,6
1321,,,,,6
1322,,,,,<2
1323,,,,,2
1324,,,,,3
1325,,,,,3
1326,,,,,3
1327,,,,,<2
1328,,,,,8
1329,,,,,6
1330,,,,,4
1331,,,,,11
1332,,,,,6
1333,,,,,4
1334,,,,,6
1335,,,,,5
1336,,7.01,977,,20
1337,,7.75,591,,3
1338,,7.87,503,,<2
1339,,7.74,505,,<2
1340,,7.73,481,,<2
1341,,7.86,451,,<2
1342,,7.78,586,,<2
1343,,7.67,572,,9
1344,,8.18,660,,4
1345,,8.02,658,,6
1346,,7.74,730,,4
1347,,7.89,410,,5
1348,,7.67,1250,,4
1349,,7.99,361,,4
1350,,8.15,574,,3
1351,,8.12,979,,6
1352,,7.37,1770,,11
1353,,7.93,756,,<2
1354,,7.89,778,,<2
1355,,7.73,836,,<2
1356,,7.89,420,,4
1357,,8.21,1010,,4
1358,,7.89,420,,4
1359,,7.48,598,,<2
1360,,7.88,622,,<2
1361,,7.89,824,,2
1362,,8.02,787,,5
1363,,7.91,776,,8
1364,,7.72,852,,9
1365,,8.23,423,,6
1366,,7.85,1720,,8
1367,,8.09,648,,2
1368,,8.09,705,,3
1369,14.51,7.18,3434.1,9.1,13
1370,13.8,8,641.8,92.7,6
1371,12.24,7.81,907.7,81.4,2
1372,12.17,7.08,872.2,59.7,3
1373,12.47,5.88,1254,31.5,7
1374,12.66,7.69,718.4,65.5,3
1375,14.15,7.78,738.3,67.2,<2
1376,12.22,7.54,915.2,57.4,2
1377,11.77,7.91,892.6,70.3,4
1378,12.21,7.71,863.8,61.5,30
1379,12.67,7.48,953.6,25.8,17
1380,13.86,7.54,506.5,28.3,8
1381,13.9,7.69,717.4,71,23
1382,13.24,7.75,547,72.5,5
1383,13.24,7.75,546.7,72.5,4
1384,13.72,8.17,244.9,76.6,25
1385,13.67,7.94,1401.5,67.7,2
1386,11.24,7.29,1195.1,18.5,<2
1387,12.24,7.81,727.4,70.7,3
1388,11.05,7.8,748,82.3,2
1389,11.56,7.44,779.8,46.5,7
1390,11.25,7.52,804.3,33.6,4
1391,no data,,,,<2
1392,12.21,7.83,716,81,4
1393,11.32,7.58,1075.3,46.2,3
1394,12.47,7.39,833.8,36.2,9
1395,11.93,7.57,748.3,74,8
1396,11.87,7.8,747.4,111.4,5
1397,10.59,7.6,485.9,54.9,10
1398,12.54,7.58,1643.7,52.8,3
1399,9.59,7.82,546.7,84.7,4
1400,10.58,7.78,690.6,84.1,2
1401,12.52,7.91,9603.7,51.2,47
1402,9.99,7.68,662.5,92.7,5
1403,8.04,7.31,1123.6,30.8,3
1404,10.19,7.69,655.5,91.8,2
1405,9.53,7.94,662.6,95.5,2
1406,9.55,7.87,724.1,84.1,<2
1407,9.48,7.42,618.6,42.7,6
1408,10.11,7.92,581.5,84.5,3
1409,10.18,7.8,589.6,99,4
1410,9.38,7.45,1073.7,56.4,<2
1411,9.42,7.72,598.8,94.9,<2
1412,9.47,7.93,637.2,10.84,<5
1413,10.79,7.38,818.6,76.5,6
1414,7.33,7.13,462.5,38.5,3
1415,10.96,7.65,1406,67.1,<2
1416,7.19,7.67,558.2,65.4,3
1417,8.84,7.96,665.3,98.5,<2
1418,9.81,8.03,1049.3,81,2
1419,8.8,7.77,617,98.7,<2
1420,6.82,7.49,1261.4,10.1,5
1421,6.56,8.04,843,73.3,4
1422,5.64,7.98,1015.7,95,2
1423,4.55,7.96,1126.9,81.1,3
1424,4.67,7.95,895.5,76.4,8
1425,5.56,7.98,759.9,90,5
1426,6.94,8.07,556.2,85.8,3
1427,5.12,8.07,1149.2,77.4,2
1428,3.44,8.16,824.6,91.9,2
1429,3.15,7.94,1591.9,87.7,4
1430,4.52,7.65,981,80.2,15
1431,2.82,7.58,447.3,57,4
1432,10.04,7.72,1890.5,76.2,3
1433,1.9,7.82,611.5,97.8,3
1434,3.69,8.09,1279.6,98.3,3
1435,8.34,8.2,1071.8,93.5,3
1436,4.97,8.06,701.8,95.7,2
1437,8.74,7.44,1328.1,21.9,3
1438,7.67,8,917.2,77.2,8
1439,7.58,7.87,1409.8,93.8,<2
1440,7.06,7.72,1648,71.3,3
1441,7.02,7.85,942,79.9,<2
1442,7.64,8.01,741,94.8,3
1443,8.29,7.99,715.9,87,5
1444,7.58,8.15,1164,106.3,2
1445,6.58,8.3,735.4,91,3
1446,6.24,8.15,740.2,99.8,3
1447,6.79,7.72,892.8,72.1,7
1448,7.43,7.95,455.9,62.6,5
1449,11.26,7.82,2005.3,65.7,<2
1450,6,8.16,588.1,95.7,4
1451,6.62,8.4,838.8,96.7,<2
1452,9.95,8.22,1102.1,91.1,3
1453,7.73,8.16,706.3,86.9,2
1454,7.81,7.42,1485.4,24.5,5
1455,6.02,7.9,1121.5,49.3,10
1456,5.67,8.08,1112.3,105.8,<2
1457,4.42,7.8,1585.9,76.2,3
1458,4.87,7.77,1062.8,60.1,3
1459,5.92,8.17,988.4,100.2,4
1460,7.03,8.02,746.3,77.5,3
1461,6.36,8.34,1081.3,117.4,2
1462,4.16,8.24,841.9,84.8,3
1463,4.65,8.12,606.3,81.7,8
1464,5.07,7.71,915.2,63.2,11
1465,5.67,7.89,457,64,12
1466,10.13,7.94,2062.4,56.3,2
1467,4.69,8.06,589.4,79.1,9
1468,5.01,8.52,847.4,78.1,3
1469,8.96,8.34,1060.9,68.4,4
1470,6.28,8.35,736.5,74.7,3
1471,13.09,7.36,944.9,46.2,6
1472,10.43,7.99,903.6,62.3,5
1473,11.01,7.91,940.2,75,2
1474,10.65,7.86,1064.2,67.8,3
1475,10.62,7.95,899.4,73.2,3
1476,11.67,7.99,785.2,79.4,2
1477,10.63,7.96,590.5,79.9,3
1478,10.71,8.06,1094.1,85.4,8
1479,9.76,7.9,374.5,90.2,3
1480,9.75,7.65,238.6,88.3,4
1481,10.12,7.44,292.6,77.9,12
1482,13.88,7.74,436.1,52.4,8
1483,11,7.61,827.8,72.6,4
1484,12.88,8.15,317.2,73.2,6
1485,10.4,8.02,730.5,92.9,4
1486,10.59,7.97,804.4,86.3,4
1487,12.69,8.1,667.6,88.1,3
1488,15.13,7.28,1179.2,51.1,7
1489,13.55,8.04,897.2,94.4,8
1490,12.62,7.89,856.6,97,<2
1491,12.13,7.69,1033.2,78.5,<2
1492,11.92,7.93,850.6,86.1,<2
1493,13.03,8.01,759.2,104.9,<2
1494,11.83,7.94,671.7,92.1,2
1495,no data,no data,no data,no data,no data
1496,11.85,8.14,748.1,102.2,6
1497,12.54,8.09,742.3,101.2,5
1498,16.03,7.76,444.6,56.9,11
1499,15.99,7.74,444.7,53.8,11
1500,12.7,7.6,1867.2,72.4,2
1501,17.77,8.41,302.1,86.1,7
1502,13.3,8.1,692.1,105.3,<2
1503,10.59,7.97,804.4,86.3,<2
1504,13.94,8.1,677.4,100.7,<2
1505,19.55,6.8,1181.1,4.1,50
1506,18.3,7.92,851.9,83,16
1507,16.57,7.86,968.6,91.4,<2
1508,17.69,7.61,1110.1,46.7,4
1509,16.89,7.76,1180.5,46.1,2
1510,18.49,7.85,817.2,83.4,<2
1511,16.64,7.74,695.8,78.7,4
1512,17.18,7.85,924,71.1,2
1513,15.51,7.98,861.3,65.3,9
1514,15.35,7.82,1219.4,68.9,20
1515,14.65,7.69,611.1,38.4,5
1516,21.51,7.91,481.7,56.3,8
1517,14.22,7.86,1932,65.7,3
1518,22.08,8.16,380.7,45.2,9
1519,16.94,8.1,854,75.4,2
1520,13.63,8.19,1073.6,99.6,4
1521,20.36,8.04,753.8,79.2,2
1522,13.2,7.6,548,58,
1523,13.4,7.7,3200,179,
1524,16.7,6.64,1038.1,0.2,28
1525,16.67,7.77,672.5,51.3,11
1526,15.35,7.85,929,88.7,2
1527,16.03,7.73,916.5,59.4,12
1528,15.59,7.65,1104,14.3,6
1529,16.59,7.82,724.4,81.4,4
1530,16.03,7.82,723.9,84.2,2
1531,15.52,7.68,886.9,39.5,5
1532,15.63,7.82,325.3,79.7,8
1533,16.18,7.8,335.6,77.2,7
1534,16.04,7.56,355.7,42.6,8
1535,19.26,7.79,475.2,42.7,12
1536,15.19,7.49,835.7,70.9,2
1537,19.95,7.77,545.3,18.8,5
1538,15.86,7.98,788.5,77.9,2
1539,15.18,7.94,657.5,83.1,9
1540,18.25,7.87,731.5,78.2,2
1541,16.69,6.85,915.1,11.6,46
1542,17.84,7.92,741.2,76.7,5
1543,16.35,7.74,620.8,90.7,4
1544,16.86,7.69,642.4,71.1,7
1545,16.36,7.71,948.4,39.3,<2
1546,17.21,7.78,629.2,87.6,4
1547,17.87,7.77,379.3,71.5,4
1548,16.78,7.79,653.3,64.9,2
1549,15.34,8.02,726.9,82.5,<2
1550,15.85,7.95,672,81.8,<2
1551,15.89,7.74,853.3,46.9,2
1552,16.54,8.15,733.9,94.6,2
1553,14.91,7.76,1739.7,75.6,2
1554,19.93,8.04,579,55.6,<2
1555,16.54,8.15,733.9,94.6,2
1556,16.44,8.09,1043.2,81.5,2
1557,19.26,8.02,739.8,79.1,<2
1558,14.24,6.73,759.5,26.4,11
1559,15.91,8.1,784.1,98.3,2
1560,14.4,7.52,937.8,96.5,2
1561,14.63,7.66,1014.1,60.2,2
1562,14.87,7.71,1222.6,32.1,6
1563,16.17,7.91,769.3,96.4,2
1564,16.06,7.83,719.1,79.6,2
1565,15.21,7.77,846.5,79.4,2
1566,14.03,8.03,796,84.4,4
1567,14.69,7.96,797,76.2,2
1568,13.95,7.79,874,46.1,7
1569,19.58,7.89,461.7,55.5,10
1570,14.56,7.84,1837.9,74.1,4
1571,20.14,8.13,619.6,79.2,6
1572,15.39,8.28,848.9,94.9,3
1573,15.58,8.26,1085.6,91.8,2
1574,17.8,8.07,714.4,80.4,3
1575,,,,,
1576,,,,,
1577,9.68,7.51,737.2,27.5,2
1578,12.77,7.83,834.4,79.7,3
1579,10.99,7.8,836.6,89.1,2
1580,11.39,7.67,874.1,79.2,2
1581,10.43,7.9,751.3,79.7,2
1582,11.48,7.94,702.1,86.9,2
1583,11.2,8.12,622.8,93.2,2
1584,11.79,7.98,647.6,88.4,2
1585,11.42,7.86,740,74.5,2
1586,11.79,8.02,536.4,100.7,2
1587,11.92,8.03,395.9,92.2,2
1588,12.59,7.75,616,83.2,4
1589,11.27,7.9,426.5,33.9,3
1590,12.78,7.6,1086.8,82.5,2
1591,10.43,7.99,565.8,77.8,2
1592,11.07,8.06,489.6,101.1,6
1593,12.23,7.94,866.5,80.9,2
1594,10.9,8,601.4,101.4,2
1595,,,,,
1596,,,,,
1597,8.98,7.63,1100.5,5.9,2
1598,11.65,8.05,914.7,98.6,8
1599,10.11,7.99,916.5,95.1,9
1600,10.28,7.91,1019.5,75.1,2
1601,9.66,8.02,779.9,89.7,2
1602,10.72,8.03,732,95.2,2
1603,10.72,8.13,644,102,2
1604,11.26,7.99,690,93.5,4
1605,10.52,8.03,771.9,82.5,2
1606,8.85,8.18,675,100.2,2
1607,8.58,7.47,2.9,112.9,9
1608,9.64,8.02,838.6,89.3,8
1609,8.33,8.1,431.7,41.7,4
1610,11.59,7.89,1637.7,76.5,2
1611,7.87,8.09,602.1,65.4,5
1612,9.02,8.21,731.8,102.1,2
1613,10.49,8.12,1069.9,87.4,2
1614,9.14,8.19,657.3,101.1,2
1615,,,,,
1616,,,,,
1617,,,,,
1618,,,,,
1619,7.83,7.72,1332.2,45.2,2
1620,10.08,7.93,832.3,75.6,3
1621,8.89,7.89,962.3,92.3,2
1622,8.78,7.75,1093.2,60.9,2
1623,9.07,7.89,987.4,75.5,2
1624,8.51,7.95,685.1,85.8,2
1625,9.56,8.09,667.2,98.8,2
1626,10.35,7.87,703.9,72.2,2
1627,9.15,7.95,874,83.7,3
1628,9.69,7.91,814.5,86.8,9
1629,9.7,7.96,842.1,77.3,27
1630,10.22,7.56,601.9,76.8,18
1631,7.27,7.96,442,28.4,3
1632,11.21,7.75,1592.2,72.4,11
1633,7.71,8,636.2,65.5,2
1634,8.37,8.1,811.3,97.3,2
1635,10.43,8.06,1044.4,87.5,6
1636,7.82,8.1,761.7,100.9,2
1637,3.33,7.86,1124.6,52,3
1638,7.11,7.92,946,80.7,12
1639,5.64,8,1038.3,104.8,2
1640,5.59,7.92,1233,95,<2
1641,5.33,7.95,832.7,97.6,2
1642,5.96,7.97,770.4,104.2,2
1643,5.81,8.11,647.4,106.2,<2
1644,7.06,8.02,677.8,99.1,3
1645,5.83,7.93,913.9,93.8,2
1646,7.11,8.15,719.6,104,2
1647,6.71,8.03,717,100.2,5
1648,10.22,7.56,601.9,76.8,3
1649,4.47,8.23,423.1,87.1,6
1650,10.67,7.81,1777.4,83.5,<2
1651,3.96,8.25,592.5,101.3,8
1652,5.56,8.34,771.1,109.1,2
1653,9.3,8.2,1039.5,96.7,3
1654,5.25,8.12,697.3,104.7,2
1655,,,,,
1656,,,,,
1657,3.79,8.35,1282.4,139.3,2
1658,6.13,8.04,1118,71.9,1100
1659,4.34,8.13,1074.8,106.5,<2
1660,3.61,8.11,1394.6,95.4,4
1661,4.43,8.08,943.1,103.8,3
1662,4.77,8.07,728.8,108.8,3
1663,4.77,8.1,660.2,105,4
1664,6.16,8.03,686.7,97.8,2
1665,5.07,8.05,911,101,<2
1666,4.9,8.22,796.2,112.3,2
1667,4.25,8.12,766.4,107.9,3
1668,6.29,8.17,886.7,78.1,13
1669,4.41,8.39,414.1,118.5,10
1670,9.78,7.84,1870.1,81.9,<2
1671,2.86,8.33,596.5,111,5
1672,3.92,8.44,822.7,110.8,2
1673,8.2,8.35,766.6,91.7,2
1674,4.75,8.17,728.6,105.8,2
1675,10.52,8.93,1398,202.4,19
1676,9.58,7.51,2201.9,61.8,19
1677,10.08,7.85,1302.7,127.5,4
1678,9.8,7.61,2445.8,67,14
1679,10.24,7.87,1010.6,88.3,4
1680,9.54,7.97,1006.7,109.5,2
1681,9.86,7.94,829.4,92.9,6
1682,9.53,7.47,1320.8,75.4,13
1683,10.25,7.85,1020.1,100.9,2
1684,9.63,8.05,1079.8,no data,<2
1685,10.19,7.85,786.5,no data,31
1686,10.2,7.38,844.6,no data,<2
1687,9.17,7.54,407.1,no data,5
1688,11.18,7.67,1772.6,no data,<2
1689,10,8.01,703.4,no data,4
1690,9.86,8.16,1603.5,no data,<2
1691,10.39,7.93,1014.9,no data,<2
1692,8.4,8.15,784.5,no data,4
1693,10.43,7.32,848.4,105.7,3
1694,10.88,8.05,965.3,108.1,4
1695,9.58,7.95,963.3,110,<2
1696,9.46,7.83,1141.2,91.2,2
1697,8.84,7.93,762.9,96.5,3
1698,10.32,7.98,631.8,103.7,3
1699,9.21,8.07,658,101.6,4
1700,9.88,7.94,703.7,95.2,4
1701,9.47,7.82,933,100.1,2
1702,11.06,8.28,723.6,109.6,4
1703,10.72,8.38,602.3,116.6,4
1704,11.18,7.56,807.9,81.4,6
1705,13.83,7.89,412.4,75.6,7
1706,11.7,7.8,1721.5,78.9,<2
1707,13.21,7.73,707.3,73.9,6
1708,10.45,8.31,757.7,112.3,4
1709,11.14,8.04,984.6,95.9,3
1710,10.4,8.06,623.9,101.2,4
1711,13.41,7.38,728.3,55.9,4
1712,13.03,7.58,206.7,91,3
1713,13.07,7.59,215.1,92.2,3
1714,11.71,7.88,812.2,95.2,<2
1715,11.81,7.68,781.1,81.9,3
1716,11.67,7.74,1073.4,88.2,
1717,12.73,7.82,981.1,72.8,<2
1718,13.84,7.65,14.3,79.4,<2
1719,12.68,8.08,697.5,9.65,3
1720,12.82,7.77,730.6,73.1,3
1721,12.85,7.7,866.7,69,<2
1722,12.93,8.27,741.6,97.4,<2
1723,,,,,<2
1724,13.05,8.2,674.3,98.5,5
1725,13.8,7.63,841.6,72.8,6
1726,15.46,8.11,391.4,97.5,7
1727,12.68,7.6,1738.1,77.2,<2
1728,17.56,7.68,689.3,48.7,<2
1729,,,,,4
1730,12.99,8.09,671.2,89.2,<2
1731,12.36,7.66,602.1,8.11,
1732,12.42,7.8,541.4,95.4,5
1733,12.55,7.3,680.1,76.2,4
1734,13.59,7.96,617.4,87.3,3
1735,14.1,6.73,600.4,38.8,14
1736,17.49,7.16,666.2,19.9,4
1737,15.95,7.86,883.6,76,4
1738,14.75,7.69,1437.7,77.8,<2
1739,15.05,7.85,975.7,87.8,<2
1740,15.01,7.74,1150.8,59.4,6
1741,16.44,7.59,995.4,89.7,<2
1742,15.74,7.78,743.2,60.2,2
1743,17.33,7.95,427.4,92.7,4
1744,15.72,7.64,555.3,102.9,2
1745,16.17,7.71,519.2,80.5,2
1746,15.27,7.57,669,31.5,3
1747,15.76,8.07,426.8,91.2,<2
1748,14.5,6.05,81.7,79.7,3
1749,16.34,7.86,607.3,92.5,<2
1750,15.75,7.57,494.5,74.2,4
1751,21.47,7.59,417,42.6,7
1752,14.74,7.56,1494.7,69.4,<2
1753,22.94,7.7,679.7,44.6,3
1754,,,,,4
1755,16.75,7.99,471.8,93,2
1756,15.95,7.86,883.6,76,
1757,14.15,7.94,1025.2,89.9,<2
1758,18.72,7.81,620.8,76,<2
1759,16.28,6.74,1196.2,14.6,6
1760,15.94,7.16,655.9,14.5,5
1761,16.82,8.24,811.3,102.5,2
1762,14.57,7.78,786.4,84.9,<2
1763,14.78,7.8,741.6,88.4,<2
1764,15.01,7.74,1150.8,59.4,<2
1765,15.21,7.52,1015.2,75.1,
1766,15.09,7.73,547.8,72.4,5
1767,16.08,7.85,438.6,84.7,3
1768,16.97,7.94,600.6,7.83,2
1769,16.78,7.79,634.4,80.3,3
1770,15.28,7.64,531.6,49.4,3
1771,15.91,8.01,431.3,90,3
1772,16.12,7.79,551.2,6.54,13
1773,14.63,7.87,685.7,59.1,6
1774,16.25,7.61,609.4,61.1,6
